filepath,source,label,emotion,intensity,screaming,split
RAVDESS\03-01-07-01-01-02-03.wav,RAVDESS,neutral,disgust,normal,,train
Screaming\NotScreaming\2tjEckdpSW0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\7enfWOAynno_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\e7gIpy4Gj38_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\tcvHxsqSb6M_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-01-02-10.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\NotScreaming\ONlYMaqm9lo_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\idqf7NcN1VM_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\ath2TNOd1NU_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-02-01-02-21.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\NotScreaming\XiGv27-9itM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\v50eBkgYW-I_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\WVVSwGwNAyo_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-02-01-01-04.wav,RAVDESS,neutral,calm,strong,,train
Screaming\NotScreaming\u1TsADIw4bE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\QQuhjJNFEko_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Hl6xcoyAHUY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\5GR4gonwNCE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\4xXt0UbCoQA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\5lMT6xiNFdA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\SiNtnJ91nK4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\kaI31euhEYE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\OiC0fD1n3Bk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\_QMEw67gWIA_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\3gUjuS5TzwI_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-01-02-08.wav,RAVDESS,neutral,disgust,strong,,train
RAVDESS\03-01-03-02-01-01-23.wav,RAVDESS,neutral,happy,strong,,train
Screaming\NotScreaming\K4W-60i_RSU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\21hoAaR-W_c_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\K0Szy2gDHmg_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-01-02-01.wav,RAVDESS,aggressive,angry,normal,,train
RAVDESS\03-01-08-01-01-02-12.wav,RAVDESS,neutral,surprised,normal,,train
RAVDESS\03-01-07-02-02-02-06.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\NotScreaming\YIxvfaehMpk_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-01-01-01-02-18.wav,RAVDESS,neutral,neutral,normal,,train
RAVDESS\03-01-02-02-02-02-21.wav,RAVDESS,neutral,calm,strong,,train
Screaming\NotScreaming\egOBhLNMnTo_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Mfs1A6swNzg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\qW7h3PZqFlk_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-08-02-01-01-10.wav,RAVDESS,neutral,surprised,strong,,train
RAVDESS\03-01-08-01-02-02-17.wav,RAVDESS,neutral,surprised,normal,,train
Screaming\NotScreaming\PiuVtOemh9k_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\pte5jvRKwsA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\eFaU3xANLyQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\kAUv1B-_wGc_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-01-01-09.wav,RAVDESS,neutral,disgust,strong,,train
RAVDESS\03-01-02-02-02-01-18.wav,RAVDESS,neutral,calm,strong,,train
RAVDESS\03-01-02-01-02-02-09.wav,RAVDESS,neutral,calm,normal,,train
Screaming\NotScreaming\MEVVVTPiN5E_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-02-01-12.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\Screaming\0Nw1OyTsaAo_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\QN8JhcutUBQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-01-01-02-03.wav,RAVDESS,neutral,happy,normal,,train
Screaming\NotScreaming\lXdmdwthNLc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\jTYzxbD1erg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\gWMrFrICmNw_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-01-01-01-03.wav,RAVDESS,neutral,sad,normal,,train
Screaming\Screaming\ddo49ckg_B8_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-04-01-02-02-02.wav,RAVDESS,neutral,sad,normal,,train
Screaming\NotScreaming\l5zTlQmj5R4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-01-02-01-19.wav,RAVDESS,neutral,sad,normal,,train
Emotions\64992099ffab6240f9f3521f-joyfully.wav,EMOTIONS_DATASET,neutral,joyfully,,,train
RAVDESS\03-01-05-02-02-01-18.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\Screaming\Ds1nfXl3OBc_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\1ObHezZoZ1I_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-02-02-02-24.wav,RAVDESS,aggressive,angry,strong,,train
RAVDESS\03-01-06-01-02-01-01.wav,RAVDESS,neutral,fearful,normal,,train
Emotions\64991b6eef1fe70609d48edc-euphoric.wav,EMOTIONS_DATASET,neutral,euphoric,,,train
Screaming\NotScreaming\7RtQpW2dSU4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\R1a954587u4_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-05-02-02-01-03.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\NotScreaming\1YwsFFOZ1bY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\scUEjO0ERX4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Ga3wIYssNC8_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-02-02-02-22.wav,RAVDESS,neutral,calm,strong,,train
RAVDESS\03-01-07-02-01-01-19.wav,RAVDESS,neutral,disgust,strong,,train
RAVDESS\03-01-07-02-02-01-13.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\Screaming\ccxFWwVTzK0_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\-HN5kqCKpEA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\9ZmXYwkhfBw_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-02-01-02-01-05.wav,RAVDESS,neutral,calm,normal,,train
Screaming\NotScreaming\Scs63YXjViM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\2n13-18I_nM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\u5b9RZ7IPRU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\M-V_k_UfP7c_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-02-02-02-02-05.wav,RAVDESS,neutral,calm,strong,,train
Screaming\Screaming\pLkhhQWCAxc_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\DndWzbgvKws_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\XRHeXdE2VQ4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-02-01-02-23.wav,RAVDESS,neutral,happy,strong,,train
RAVDESS\03-01-01-01-01-02-04.wav,RAVDESS,neutral,neutral,normal,,train
Screaming\NotScreaming\tMUVHanx9lc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\2D5_DFaSTVk_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\09_A89lHfNo_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\n8_v_iLmrcE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\g9NduchHNsk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\BQikVnHehaM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\AaT0JrbUCkg_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-01-02-19.wav,RAVDESS,neutral,disgust,strong,,train
RAVDESS\03-01-05-02-02-02-14.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\NotScreaming\6L8bljNWiwU_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-01-01-01-21.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\Vj5RxoMbM10_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-01-02-02-08.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\kjmZxGc7GjU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\BUWbWTe7QrU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\koV7h_P3_cg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\2G4_eviie4w_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\7B1OAtD_VIA_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-02-02-02-21.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\NotScreaming\S4bUmXQ7Bis_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-02-01-02-03.wav,RAVDESS,neutral,sad,strong,,train
RAVDESS\03-01-04-02-02-01-10.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\IQ-sogJoyXk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\8PDsogXkGnw_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-06-02-02-02-14.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\_OJvh8eZCIk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\GXqLMCKTdSg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\FPFTZGMcyck_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-02-02-11.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\NotScreaming\pd1CH9ukqEw_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-01-01-02-06.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\iXCg-9B_K_8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\B9sno0As9PY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\W9yEHmRcmos_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\to4Fi7Ie9mQ_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-01-01-01-02-14.wav,RAVDESS,neutral,neutral,normal,,train
Screaming\NotScreaming\KW_ZJePxxBI_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-02-01-24.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\NotScreaming\5GQW_-DdCUg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\sBPkw3u6yNg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\LG2sysSMfkg_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-02-01-01-09.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\hwVw1AS7yz0_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-01-01-01-12.wav,RAVDESS,neutral,surprised,normal,,train
Screaming\NotScreaming\uMEQQr11FVc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\NZYDLDIyZr8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\I9Ss5NLaowo_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-02-01-02-18.wav,RAVDESS,neutral,calm,strong,,train
Screaming\Screaming\c0lCWYckP2o_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\YJyZriIF7fw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\WM68n2vCHiE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\do5gd0lFHdY_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\8RhqjFNu3yA_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\k0kU2cc85ZA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\yRtvHRF80kg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\oT3cQK8ySyM_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-01-02-01-03.wav,RAVDESS,neutral,sad,normal,,train
Screaming\Screaming\cgl7maSy4-Y_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-03-02-02-01-21.wav,RAVDESS,neutral,happy,strong,,train
Screaming\NotScreaming\a9E5Bxbv-u4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\9K8EePrEDdo_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-02-01-01-07.wav,RAVDESS,neutral,calm,strong,,train
Screaming\NotScreaming\0e1wdxCx0ME_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\UkZT7iX9yuI_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\74zhNxgFkTQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\-6RN8skIHU4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\i74T4DHi7m0_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-04-02-02-02-09.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\ZWeqHkOh_qg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\BjKEzvmaQAA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\jU_RBZd9hfM_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-02-01-01-21.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\NotScreaming\2hgvuYGc95o_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\rlzDt4-6eo0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\A8CJ4YSsUgs_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\hOJH4S0vF3M_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\AmP1CbovFcs_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\2LFkHY__MKQ_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\o7jBSQRJzuQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\ptIHZv3KdJw_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-01-01-01-24.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\XalMIYYgHt0_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-01-02-02-11.wav,RAVDESS,neutral,sad,normal,,train
RAVDESS\03-01-03-02-02-01-17.wav,RAVDESS,neutral,happy,strong,,train
Screaming\NotScreaming\ZN0HSZLPjPw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\Sksf0eh0MSc_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\GLCteJgI1cw_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-01-01-02-03.wav,RAVDESS,neutral,surprised,normal,,train
Screaming\NotScreaming\F_Ll1ilNtiA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\lEuN1pt3R8I_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-02-02-01-01-15.wav,RAVDESS,neutral,calm,strong,,train
RAVDESS\03-01-08-01-02-02-15.wav,RAVDESS,neutral,surprised,normal,,train
Screaming\NotScreaming\-G_hnfp4a0M_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\9iJJBsMlFXU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\gRT-1VDZ2cw_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-01-02-02-19.wav,RAVDESS,neutral,surprised,normal,,train
Screaming\NotScreaming\-28U1_qW0sU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\7SRwq1t81Fk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\M-WK2k7m0zE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\f3BW2XdLoug_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-04-01-01-02-11.wav,RAVDESS,neutral,sad,normal,,train
Screaming\NotScreaming\2r65xKhUEsc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Gp09APbl7so_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\QJDTh3wjfQo_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\sL01xTmV_Fc_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-01-01-02-12.wav,RAVDESS,neutral,disgust,normal,,train
RAVDESS\03-01-02-01-02-01-02.wav,RAVDESS,neutral,calm,normal,,train
Screaming\NotScreaming\JFGNmPzPXeA_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-01-02-02-24.wav,RAVDESS,neutral,calm,normal,,train
Screaming\NotScreaming\ZKNPwvbt1M0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\eNpFQ50WwQU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\lTAfSpsyTSI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\Hs0Bk6UuhKk_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-05-02-02-02-20.wav,RAVDESS,aggressive,angry,strong,,train
Emotions\64991c0dd94c0d5726df032a-surprised.wav,EMOTIONS_DATASET,neutral,surprised,,,train
Screaming\Screaming\PxZln88m1bQ_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-02-02-02-01-15.wav,RAVDESS,neutral,calm,strong,,train
Screaming\NotScreaming\PXxMW3PFhAc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Xazsdjxx8lM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\5S-RAgudnww_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\bkHRmze-Pvs_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\iePMcLYozYY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\KHldCbhS9Pw_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\au3EcuW7nHw_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-02-01-02-19.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\xrkWm1c29ak_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Cb0aBG6aH0s_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\-reNxUHvEl0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\AGfOAoOIUkU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\ptHxsI2bt5g_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\FVwfDaHqIps_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-01-01-02-09.wav,RAVDESS,neutral,sad,normal,,train
Screaming\NotScreaming\0_utuoBWKmo_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\hF8WIKLNZSI_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-02-02-02-05.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\UPDrFoShuxY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\tMNqBc5ecUU_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-02-02-20.wav,RAVDESS,aggressive,angry,normal,,train
RAVDESS\03-01-04-02-02-02-15.wav,RAVDESS,neutral,sad,strong,,train
Screaming\Screaming\3Ua-Y63E7fw_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\8bXcxLFTR2E_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\5REg4leddqM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\cjTrK-kA6x0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\py7QltGSJaQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\5nyaSMbAx3I_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\HPibFpAiSI0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\2GsP2RDXZtg_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\MgdYDs97bLk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Gksy214mQWg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\xlxxWFENWr8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\oGtgsC4-1qo_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-01-02-11.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\60dw27YRolU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\I9wOEADtYkc_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-02-02-02-19.wav,RAVDESS,neutral,calm,strong,,train
Screaming\Screaming\YJyd_EAqPqU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-07-02-01-02-01.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\NotScreaming\8vF49L0IiS8_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-02-02-02-06.wav,RAVDESS,aggressive,angry,strong,,train
Emotions\649920f4ffab6240f9f3677a-sad.wav,EMOTIONS_DATASET,neutral,sad,,,train
RAVDESS\03-01-06-01-02-02-21.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\66IWgU9AAis_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\a5dg8Xqlg9Q_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-07-01-01-01-06.wav,RAVDESS,neutral,disgust,normal,,train
Screaming\NotScreaming\Y0wlLMIGmA0_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-02-02-23.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\OpaYJtitPVE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\TP-UZhOjxoo_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\6KXd7l5pThg_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-02-01-02-05.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\PkMRV3AsBYs_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\DxoK01Swurg_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-02-02-05.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\NotScreaming\qyT42nX_Ors_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\USHLC03XQIw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\SkvCT3NxDa4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\ETdUUUwwhFw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\ahLyVqSRicE_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-01-01-02-02-01.wav,RAVDESS,neutral,neutral,normal,,train
RAVDESS\03-01-02-02-02-01-24.wav,RAVDESS,neutral,calm,strong,,train
Screaming\NotScreaming\qqbQ_oKmflM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\gpfs4RxaDJU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\d6dh7S6-IRU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-08-01-02-01-24.wav,RAVDESS,neutral,surprised,normal,,train
Screaming\NotScreaming\8qeTEfOqB0A_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\65KYS3lIRII_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-02-02-01-02.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\PEQuEDgLuDk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\Kb6Mo2fDiFE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\DwyOjLK00jQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-01-02-01-05.wav,RAVDESS,neutral,surprised,normal,,train
RAVDESS\03-01-01-01-01-01-10.wav,RAVDESS,neutral,neutral,normal,,train
